Project ID,Title,Researchers,Legal Basis,Datasets Used,Secure Research Service,Accreditation Date,Record ID,Year,Quarter,Quarter Label,substantive_domains,analytical_purpose,cross_cutting_tags,rationale,primary_domain
2026/022,Exploring the Impact of Racialisation on Minoritised Ethnic Teachers’ Well-being in England,"Richard Andrew Brock, King's College London
Peter Kemp, King's College London",Digital Economy Act 2017,DfE: Working Lives of Teachers and Leaders - England,Office for National Statistics Secure Research Service,2026-02-02,2026/022,2026,2026Q1,Q1 2026,Education & Skills,Outcome Tracking,Demographic disparities / equity tag,Assigned Education & Skills because the project concerns the teacher workforce and their wellbeing using Working Lives of Teachers and Leaders data; Outcome Tracking because it links racialisation experiences to wellbeing outcomes; demographic disparities tag because the focus is on minoritised ethnic teachers and racialisation.,Education & Skills
2026/023,Child outcomes of parental alcohol misuse,"Emily Lowthian, Swansea University
Nell Warner, Cardiff University
Elise James, Cardiff University",Digital Economy Act 2017,SAIL Databank: 2011 & 2021 Census,SAIL Databank,2026-02-02,2026/023,2026,2026Q1,Q1 2026,Health & Social Care,Outcome Tracking,,Assigned Health & Social Care because parental alcohol misuse and child outcomes concern health and wellbeing; Outcome Tracking because it links parental alcohol misuse exposure to downstream child outcomes; no tag because no demographic or pandemic lens is central.,Health & Social Care
2026/024,The evolving nature of businesses on the high street,"Michael Nairn, Office for National Statistics
Aaron Walton, Office for National Statistics",Digital Economy Act 2017,Office for National Statistics: Business Structure Database,UK Data Service,2026-02-06,2026/024,2026,2026Q1,Q1 2026,Business & Productivity,Descriptive Monitoring,,Assigned Business & Productivity because the project studies the evolving nature of high-street businesses using the Business Structure Database; Descriptive Monitoring because it characterises how the business composition of high streets changes over time rather than testing an intervention; no tag because no demographic or pandemic lens is central.,Business & Productivity
2026/026,Engineering the Unseen: A Deep Dive into Intersectional Barriers,"Laurene Marquesa  
ne Oliveira da Silva  , Loughborough University
",Digital Economy Act 2017,DfE: Longitudinal Education Outcomes SRS Iteration 1 Standard Extract - England,Office for National Statistics Secure Research Service,2026-02-09,2026/026,2026,2026Q1,Q1 2026,Education & Skills,Outcome Tracking,Demographic disparities / equity tag,Assigned Education & Skills because it uses Longitudinal Education Outcomes data to study intersectional barriers in engineering pathways; Outcome Tracking because it links group characteristics to education-to-work outcomes; demographic disparities tag because intersectional barriers across equality-relevant groups are central.,Education & Skills
2026/027,Economic Statistics Centre of Excellence (ESCoE): Advancing Labour Market Measurement with Generative Artificial Intelligence (AI),"Richmond Egyei, Kings College London
Peter Levell, Institute for Fiscal Studies
Rebecca Riley, Kings College London
Augustin De Coulon,  Kings College London",Digital Economy Act 2017,"Office for National Statistics: Labour Force Survey Person - UK,
Annual Survey of Hours and Earnings linked to PAYE and Self-Assessment data - GB,
Annual Survey of Hours and Earnings Longitudinal - UK,
Annual Population Survey Longitudinal - UK",Office for National Statistics Secure Research Service,2026-02-11,2026/027,2026,2026Q1,Q1 2026,Labour Market & Employment; Data Infrastructure & Methodology,Methodological / Infrastructure Research,,"Assigned Labour Market & Employment because it concerns labour-market measurement using LFS and earnings data, and Data Infrastructure & Methodology because advancing labour-market measurement with generative AI is the substantive object; Methodological / Infrastructure Research because the operation is developing measurement methods; no tag because no demographic or pandemic lens is central.",Labour Market & Employment
2025/246,The origins and long-run dynamics of female labour force participation and political rights,"Melanie Luhrmann, University of London
Melanie Luhrmann, University of London                         Arnaud Chevalier, University of London",Digital Economy Act 2017,SAIL Databank: Census 2011 & 2021,UK Data Service,2026-02-06,2025/246,2026,2026Q1,Q1 2026,Labour Market & Employment,Life-Course / Trajectory Analysis,Demographic disparities / equity tag,Assigned Labour Market & Employment because the project studies female labour force participation using census data; Life-Course / Trajectory Analysis because it examines long-run dynamics and origins over extended time; demographic disparities tag because female participation and political rights centre on a gender comparison.,Labour Market & Employment
2026/001,Heterogeneous house price cycles,"Francesc Rodriguez Tous, Bayes Business School,  
City St George's, University of London
",Digital Economy Act 2017,"Office for National Statistics: Wealth and Assets Survey - GB,
Living Costs and Food Survey - UK",Office for National Statistics Secure Research Service,2026-01-14,2026/001,2026,2026Q1,Q1 2026,Housing & Planning,Descriptive Monitoring,,Assigned Housing & Planning because the project studies heterogeneous house price cycles; Descriptive Monitoring because it characterises patterns and variation in house price cycles rather than testing an intervention; no tag because no demographic or pandemic lens is central.,Housing & Planning
2026/007,Pay Disparities in Wales: Analysis of annual earnings amongst those with protected characteristics.,"Ashley Akbari, Swansea University
Hoda Abbasizanjani,
Swansea University 
Stuart Bedston,
Swansea University 
Matthew Curds,
Welsh Government 
Lucy Robinson,
Welsh Government",Digital Economy Act 2017,SAIL Databank: Census 2011 & 2021,SAIL Databank,2026-01-20,2026/007,2026,2026Q1,Q1 2026,Labour Market & Employment,Descriptive Monitoring,Demographic disparities / equity tag,Assigned Labour Market & Employment because it analyses annual earnings/pay disparities in Wales; Descriptive Monitoring because it profiles pay differences across groups; demographic disparities tag because comparison is across protected characteristics.,Labour Market & Employment
2026/013,Mobility Restrictions and Innovation,"Marco Brolli, University of Oxford
",Digital Economy Act 2017,"Office for National Statistics: UK Innovation Survey, Business Enterprise Research and Development - GB, Annual Survey of Hours and Earnings Linked to PAYE and self-assessment data",Office for National Statistics Secure Research Service,2026-01-28,2026/013,2026,2026Q1,Q1 2026,Business & Productivity,Outcome Tracking,,Assigned Business & Productivity because it studies innovation using the UK Innovation Survey and BERD; Outcome Tracking because it links mobility restrictions to innovation outcomes; no tag because COVID framing is not made explicit and no demographic lens is central.,Business & Productivity
2026/015,Net Present Value of Electrical Apprenticeships,"Douglas Forbes, Whole Life Consultants Ltd
Thomas Hope, Whole Life Consultants Ltd
Davide Vitali, Whole Life Consultants Ltd
Jack Oliver Southgate, Whole Life Consultants Ltd",Digital Economy Act 2017,DfE: Longitudinal Education Outcomes SRS Iteration 1 Standard Extract - England,Office for National Statistics Secure Research Service,2026-01-23,2026/015,2026,2026Q1,Q1 2026,Education & Skills,Outcome Tracking,,Assigned Education & Skills because it studies the value of electrical apprenticeships using Longitudinal Education Outcomes data; Outcome Tracking because it links apprenticeship pathways to earnings/value outcomes; no tag because no demographic or pandemic lens is central.,Education & Skills
