Project ID,Title,Researchers,Legal Basis,Datasets Used,Secure Research Service,Accreditation Date,Record ID,Year,Quarter,Quarter Label,substantive_domains,linkage_mode,analytical_purpose,primary_domain
2021/018,How is COVID-19 impacting women and men's working lives in the UK?,"Luis Torres-Retamal, 
University of Nottingham  ",Digital Economy Act (2017) ,"Office for National Statistics: Labour Force Survey - Person, Business Impact of COVID-19 Survey  & Coronavirus and the social impacts on GB   ",Office for National Statistics Secure Research Service,2021-03-17,2021/018,2021,2021Q1,Q1 2021,"COVID-19 & Pandemic; Labour Market & Employment; Gender, Race & Ethnicity",Within-Domain Linkage,Inequality / Disparities Analysis,COVID-19 & Pandemic
2021/024,Effect of 9/11 on Muslim Marriage Market,"Shadi Farahzadi, London School of Economics and Political Science ",Digital Economy Act (2017) ,"Office for National Statistics: Census, Labour Force Survey - Person, Census, Census 2011 England & Wales: Household Sample
Institute for Social and Economic Research: Understanding Society - BHPS  & Understanding Society - UKHLS  ",Office for National Statistics Secure Research Service,2021-10-05,2021/024,2021,2021Q4,Q4 2021,"Migration & Demographics; Gender, Race & Ethnicity",Within-Domain Linkage,Outcome Tracking,Migration & Demographics
2021/026,Population wide COVID-19 reinfection study,"Anton Spadar, London School of Hygiene and Tropical Medicine ",Digital Economy Act (2017) ,Office for National Statistics / University of Oxford: Covid-19 Infection Survey ,Office for National Statistics Secure Research Service,2021-05-05,2021/026,2021,2021Q2,Q2 2021,COVID-19 & Pandemic; Health & Social Care,Single-Dataset,Descriptive Monitoring,COVID-19 & Pandemic
2021/031,Evaluation of DIT Internationalisation Fund,"Prabhat Vaze,
Belmana 
Giordano Mion,
University of Sussex 
Lorenzo Marzano,
Belmana
Andrew	Ledger, Warwick Economics and Development


",Digital Economy Act (2017) ,"Office for National Statistics: Annual Survey of Hours and Earnings, Business Structure Database, International Trade in Services  Office for National Statistics / HMRC / Companies House: Linked Trade-in-Goods/IDBR dataset ",Office for National Statistics Secure Research Service,2021-05-05,2021/031,2021,2021Q2,Q2 2021,Business & Productivity; Labour Market & Employment,Within-Domain Linkage,Policy Evaluation / Impact Analysis,Business & Productivity
2021/035,"Shaping, testing and demonstrating the value of the Growing up in England  wave 1 dataset: Roma, Gypsy and Traveller children case study ","Polina Obolenskaya,
London School of Economics 
Polly Vizard,
London School of Economics",Digital Economy Act (2017) ,Office for National Statistics: Growing Up in England Wave 1 ,Office for National Statistics Secure Research Service,2021-11-05,2021/035,2021,2021Q4,Q4 2021,"Education & Skills; Gender, Race & Ethnicity",Single-Dataset,Methodological / Infrastructure Research,Education & Skills
2021/037,Ethnicity and COVID-19: investigating the determinants of excess risk,"Tom Yates,
University of Leicester 
Cameron Razieh,
University of Leicester 
Clare Gillies,
University of Leicester 
Karen Tingay,
Office for National Statistics 
Daniel Ayoubkhani,
Office for National Statistics 
Vahe Nafilyan,
Office for National Statistics 
Charlotte Gaughan,
Office for National Statistics 
Franceso Zaccardi,
University of Leicester 
Claire Lawson,
University of Leicester 
Evgeny Mirkes,
University of Leicester 
Yogini Chudasama,
University of Leicester 
Luis Vaz,
University of Leicester 
Sharmin Shabnam,
University of Leicester 
Sophia Abner,
University of Leicester 
Tom Norris,
University of Loughborough 
Alex Rowlands,
University of Leicester 
Nazrul Islam,
University of Oxford ","Digital Economy Act (2017)  

Statistics and Registration Services Act 2007 (SRSA) - Approved Researcher Gateway: added data after 9 September 2021s Act 2007  - Approved Researcher Gateway: added data after 9 September 2021","Office for National Statistics: Linked Census, HES and Mortality Data 
NHSD: Public Health Research Database  
Office for National Statistics / University of Oxford: COVID-19 Infection Survey ",Office for National Statistics Secure Research Service,2021-08-04,2021/037,2021,2021Q3,Q3 2021,"COVID-19 & Pandemic; Gender, Race & Ethnicity; Health & Social Care",Within-Domain Linkage,Inequality / Disparities Analysis; Outcome Tracking,COVID-19 & Pandemic
2021/038,"Using linked Magistrates and Crown Court data to explore defendant appearance over time: specialisation, escalation or de-escalation? ","Rebecca Pattinson, University of Lancaster",Digital Economy Act (2017) ,"Ministry of Justice: MoJ Data First Crown court defendant case level dataset, MoJ Data First Linked Criminal Courts defendant case level dataset  & MoJ Data First magistrates' court defendant case level dataset ",Office for National Statistics Secure Research Service,2021-04-21,2021/038,2021,2021Q2,Q2 2021,Crime & Justice,Within-Domain Linkage,Life-Course / Trajectory Analysis,Crime & Justice
2021/039,A ticking social timebomb. An investigation into racial bias in court case outcomes in England and Wales,"Angela Sorsby, University of Sheffield
",Digital Economy Act (2017) ,"Ministry of Justice: MoJ Data First Crown court defendant case level dataset, MoJ Data First Linked Criminal Courts defendant case level dataset, MoJ Data First magistrates' court defendant case level dataset, MoJ Data First Prisoner Custodial Journey, MoJ Data First Probation",Office for National Statistics Secure Research Service,2021-11-05,2021/039,2021,2021Q4,Q4 2021,"Crime & Justice; Gender, Race & Ethnicity",Within-Domain Linkage,Inequality / Disparities Analysis,Crime & Justice
2021/040,"Understanding the nature, extent and outcomes of serious and organised crime cases heard before the Crown Courts in England and Wales  ","Tim McSweeney, University of Hertfordshire ",Digital Economy Act (2017) ,"Ministry of Justice: MoJ Data First Crown court defendant case level dataset, MoJ Data First Linked Criminal Courts defendant case level dataset, MoJ Data First magistrates' court defendant case level dataset, MoJ Data First prisoner custodial journey level dataset - England and Wales ",Office for National Statistics Secure Research Service,2021-04-16,2021/040,2021,2021Q2,Q2 2021,Crime & Justice,Within-Domain Linkage,Descriptive Monitoring,Crime & Justice
2021/041,Ethnic inequalities in the Criminal Justice System,"Kitty Lymperopoulou, Manchester Metropolitan University ",Digital Economy Act (2017) ,"Ministry of Justice: MoJ Data First Crown court defendant case level dataset, MoJ Data First Linked Criminal Courts defendant case level dataset  & MoJ Data First magistrates' court defendant case level dataset",Office for National Statistics Secure Research Service,2021-04-21,2021/041,2021,2021Q2,Q2 2021,"Crime & Justice; Gender, Race & Ethnicity",Within-Domain Linkage,Inequality / Disparities Analysis,Crime & Justice
2021/042,Understanding the social impacts of COVID-19 under different health restrictions: Longitudinal analysis using the ONS OPN Covid-19 survey,"Christopher Deeming, University of Strathclyde",Digital Economy Act (2017) ,Office for National Statistics: Coronavirus and the social impacts on Great Britain ,Office for National Statistics Secure Research Service,2021-04-21,2021/042,2021,2021Q2,Q2 2021,COVID-19 & Pandemic,Single-Dataset,Descriptive Monitoring,COVID-19 & Pandemic
2021/043,Location decisions in response to school quality over the lifecycle,"Ellen Jennifer Greaves, 
University of Bristol 
Simon Burgess,
University of Bristol

",Digital Economy Act (2017) ,Office for National Statistics: Longitudinal Study of England and Wales ,Office for National Statistics Secure Research Service,2021-04-21,2021/043,2021,2021Q2,Q2 2021,Education & Skills; Housing & Planning,Single-Dataset,Outcome Tracking,Education & Skills
2021/044,Analysis of occupation and Covid-19 as part of PROTECT project using ONS Infection survey,"Sarah Rhodes,
The University of Manchester 
Ioannis Basinas,
The University of Manchester 
Katie Stocking,
The University of Manchester 
Martie Van Tongeren,
The University of Manchester 
Mark Cherrie,
Institute of Occupational Medicine 
Neil Pearce, London School of Hygiene and Tropical Medicine 
Matthew Gittins,
The University of Manchester
Jack	Wilkinson,
The University of Manchester
William Mueller,
Institute of Occupational Medicine

",Digital Economy Act (2017) ,Office for National Statistics / University of Oxford: Covid-19 Infection Survey ,Office for National Statistics Secure Research Service,2021-04-21,2021/044,2021,2021Q2,Q2 2021,COVID-19 & Pandemic; Labour Market & Employment,Single-Dataset,Outcome Tracking,COVID-19 & Pandemic
2021/034,COVID-19 London Recovery Missions,"Paul Hodgson 

Greater London Authority 

Yiran Wei,
Greater London Authority 
Libby Rogers,
Greater London Authority ",Digital Economy Act (2017) ,Office for National Statistics: Business Impact of COVID-19 Survey  & Business Structure Database ,Office for National Statistics Secure Research Service,2021-05-05,2021/034,2021,2021Q2,Q2 2021,COVID-19 & Pandemic; Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,COVID-19 & Pandemic
2021/046,CovPallConnect. Evaluation of the COVID19 pandemic response in palliative and end of life care: Connecting to boost impact and data assets,"Irene Higginson,
University of London - Kings College 
Adejoke Oluyase,
King's College London 
Mevhibe Hocaoglu,
King's College London  
Harry Watson,
King's College London 
Katherine Sleeman,
What Works for Children's Social Care 
Lorna Fraser,
University of York 
Rachel Cripps,
King's College London
Joanna Davies,
King's College London","Digital Economy Act (2017)  

Statistics and Registration Services Act 2007 (SRSA) - Approved Researcher Gateway: added data after 9 September 2021s Act 2007  - Approved Researcher Gateway: added data after 9 September 2021","Office for National Statistics: Business Impact of COVID-19 Survey, Census 2011 E&W Household structure for COVID-19 models, Coronavirus and the social impacts on Great Britain, Death registration data Provisional Monthly Extracts, Death Registrations, England and Wales  & Linked Census and death occurrences  
Office for National Statistics / NHSD: Public Health Research Database  ",Office for National Statistics Secure Research Service,2021-03-06,2021/046,2021,2021Q1,Q1 2021,COVID-19 & Pandemic; Health & Social Care,Within-Domain Linkage,Policy Evaluation / Impact Analysis; Service Interaction / Systems Analysis,COVID-19 & Pandemic
2021/047,Exploring Child Sexual Exploitation Networks In The UK,"Sophie Dixon, 
University of Cambridge 
Paolo Campana, University of Cambridge",Digital Economy Act (2017) ,"Ministry of Justice: MoJ Data First Crown court defendant case level dataset, MoJ Data First Linked Criminal Courts defendant case level dataset  & MoJ Data First magistrates' court defendant case level dataset ",Office for National Statistics Secure Research Service,2021-12-05,2021/047,2021,2021Q4,Q4 2021,Crime & Justice,Within-Domain Linkage,Descriptive Monitoring,Crime & Justice
2021/048,To compare the social and geographical patterning of intergenerational mobility for England & Wales,"Yang Yu,
University of Durham ",Digital Economy Act (2017) ,Office for National Statistics: Longitudinal Study of England and Wales ,Office for National Statistics Secure Research Service,2021-12-05,2021/048,2021,2021Q4,Q4 2021,"Poverty, Inequality & Living Standards; Migration & Demographics",Single-Dataset,Inequality / Disparities Analysis,"Poverty, Inequality & Living Standards"
2021/049,Evaluation of the Energy Catalyst Programme,"Felix Dijkstal,
Technopolis 
Nadya Mihaylova,
Technopolis ",Digital Economy Act (2017) ,"Office for National Statistics: Annual Business Survey, Annual Survey of Hours and Earnings, Business Enterprise Research and Development, Business Structure Database  
Department for Business, Energy and Industrial Strategy: UK Innovation Survey ",Office for National Statistics Secure Research Service,2021-12-05,2021/049,2021,2021Q4,Q4 2021,Business & Productivity,Within-Domain Linkage,Policy Evaluation / Impact Analysis,Business & Productivity
2021/050,Cohort Comparisons of Wealth,"Lewis Anders, 
University of Oxford ",Digital Economy Act (2017) ,Office for National Statistics: Wealth and Assets Survey Great Britain ,Office for National Statistics Secure Research Service,2021-12-05,2021/050,2021,2021Q4,Q4 2021,"Poverty, Inequality & Living Standards",Single-Dataset,Descriptive Monitoring,"Poverty, Inequality & Living Standards"
